Job Number,Submit Time,Wait Time,Run Time,Number of Allocated Processors,Average CPU Time Used,Used Memory,Requested Number of Processors,Requested Time,Requested Memory,Status,User ID,Group ID,Executable Number,Queue Number,Partition Number,Preceding Job Number,Think Time from Preceding Job
226,0.1,0.0,96.0,256,,,256,134.39999999999998,,1,,,mg.E.256,,,,
227,0.1,0.0,43.0,256,,,256,60.199999999999996,,1,,,ft.D.256,,,,
228,0.1,0.0,43.0,256,,,256,60.199999999999996,,1,,,ft.D.256,,,,
229,0.1,0.0,96.0,256,,,256,134.39999999999998,,1,,,mg.E.256,,,,
230,0.1,0.0,79.0,256,,,256,110.6,,1,,,lu.D.256,,,,
231,0.1,0.0,442.0,256,,,256,618.8,,1,,,ft.E.256,,,,
232,0.1,0.0,133.0,256,,,256,186.2,,1,,,sp.D.256,,,,
233,0.1,0.0,128.0,256,,,256,179.2,,1,,,is.E.256,,,,
234,0.1,0.0,49.0,256,,,256,68.6,,1,,,cg.D.256,,,,
235,0.1,0.0,128.0,256,,,256,179.2,,1,,,is.E.256,,,,
236,0.1,0.0,49.0,256,,,256,68.6,,1,,,cg.D.256,,,,
237,0.1,0.0,128.0,256,,,256,179.2,,1,,,is.E.256,,,,
238,0.1,0.0,118.0,256,,,256,165.2,,1,,,bt.D.256,,,,
239,0.1,0.0,118.0,256,,,256,165.2,,1,,,bt.D.256,,,,
240,0.1,0.0,96.0,256,,,256,134.39999999999998,,1,,,mg.E.256,,,,
241,0.1,0.0,96.0,256,,,256,134.39999999999998,,1,,,mg.E.256,,,,
242,0.1,0.0,128.0,256,,,256,179.2,,1,,,is.E.256,,,,
243,0.1,0.0,96.0,256,,,256,134.39999999999998,,1,,,mg.E.256,,,,
244,0.1,0.0,442.0,256,,,256,618.8,,1,,,ft.E.256,,,,
245,0.1,0.0,133.0,256,,,256,186.2,,1,,,sp.D.256,,,,
246,0.1,0.0,79.0,256,,,256,110.6,,1,,,lu.D.256,,,,
247,0.1,0.0,118.0,256,,,256,165.2,,1,,,bt.D.256,,,,
248,0.1,0.0,49.0,256,,,256,68.6,,1,,,cg.D.256,,,,
249,0.1,0.0,128.0,256,,,256,179.2,,1,,,is.E.256,,,,
250,0.1,0.0,118.0,256,,,256,165.2,,1,,,bt.D.256,,,,
251,0.1,0.0,79.0,256,,,256,110.6,,1,,,lu.D.256,,,,
252,0.1,0.0,49.0,256,,,256,68.6,,1,,,cg.D.256,,,,
253,0.1,0.0,118.0,256,,,256,165.2,,1,,,bt.D.256,,,,
254,0.1,0.0,133.0,256,,,256,186.2,,1,,,sp.D.256,,,,
255,0.1,0.0,49.0,256,,,256,68.6,,1,,,cg.D.256,,,,
256,0.1,0.0,49.0,256,,,256,68.6,,1,,,cg.D.256,,,,
257,0.1,0.0,79.0,256,,,256,110.6,,1,,,lu.D.256,,,,
258,0.1,0.0,118.0,256,,,256,165.2,,1,,,bt.D.256,,,,
259,0.1,0.0,442.0,256,,,256,618.8,,1,,,ft.E.256,,,,
260,0.1,0.0,275.5,256,,,256,385.7,,1,,,ep.E.256,,,,
